"nome_imagem","descricao_imagem","autor","licenca","data_coleta","url_origem"
"ventilatore-2.png","estilo_pixel_art, vilarejo medieval murado com casas, mercado, moinho, hortas, rio e floresta circundante.","Ventilatore","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1nLzI2NDE3MTU3LnBuZw==/original/X115Tp.png"
"ventilatore-3.png","estilo_pixel_art, cena em pixel art com torre mágica, vila florestal, cristais coloridos e construções medievais.","Ventilatore","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1nLzI2NDE3MTU5LnBuZw==/original/wZH00T.png"
"ventilatore-4.png","estilo_pixel_art, cena em pixel art com vila costeira, plantações, mercado, cais, praia e construções rurais.","Ventilatore","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1nLzI2NDE3MTcxLnBuZw==/original/taR20V.png"
"ventilatore-5.png","estilo_pixel_art, cena em pixel art com vila florestal, rio, ponte de pedra, mercado e construções medievais.","Ventilatore","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1nLzI2NDE3MTg0LnBuZw==/original/h72hXS.png"
"arex-v-1.png","estilo_pixel_art, cena em pixel art com ruínas subterrâneas, esqueletos, armadilhas, água rasa e exploradores em masmorra.","Arex V","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1nLzE1NjU5ODk5LmdpZg==/original/HdSBy3.gif"
"arex-v-1.png","estilo_pixel_art, cena em pixel art com masmorra antiga, corredor elevado, tochas, vasos, tesouro e criatura gelatinosa.","Arex V","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1hZ2UvMjYyODAyNS8xNTY1ODM1My5naWY=/original/UpE40a.gif"
"arex-v-1.png","estilo_pixel_art, cena em pixel art com ruínas subterrâneas, esqueletos, armadilhas, água rasa e exploradores em masmorra.","Arex V","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1nLzE1NjU5ODk5LmdpZg==/original/HdSBy3.gif"
"mattwalkden-1.png","estilo_pixel_art, cena em pixel art com batalha tática, exércitos rivais, fortaleza, rio e movimentação estratégica por turnos.","MattWalkden","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTc2MzA4Ni8xMDM2OTA0Ny5naWY=/original/7EbreM.gif"
"marceles-1.png","estilo_pixel_art, cena em pixel art com complexo laboratorial futurista, salas técnicas, tanques, jardins internos e pesquisadores.","Marceles","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTY5NTE4MS8xODAyMDI1OC5wbmc=/347x500/UFXXEk.png"
"marceles-2.png","estilo_pixel_art, cena em pixel art com laboratório futurista, equipamentos científicos, tanques experimentais e áreas de pesquisa tecnológica.","Marceles","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTY5NTE4MS85OTg1ODE4LmdpZg==/original/EIUIhb.gif"
"marceles-4.png","estilo_pixel_art, cemitério simétrico com lápide central, altar, passarela de pedra, grades, tochas e entrada principal.","Marceles","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTcyNzU5MS8xMDE3Mzc2NC5wbmc=/347x500/w7diDH.png"
"marceles-5.png","estilo_pixel_art, cena em pixel art com cemitério assombrado, mausoléu, árvores secas, fantasma e ruínas macabras.","Marceles","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTcyNzU5MS8xMDE3Mzc2NS5naWY=/original/DRdARM.gif"
"marceles-6.png","estilo_pixel_art, cena em pixel art com cemitério sombrio, mausoléu, lápides, árvores secas e decoração temática de Halloween.","Marceles","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTcyNzU5MS8xMDE3Mzc2My5naWY=/original/wz98y7.gif"
"pixel-poem-1.png","estilo_pixel_art, masmorra em cruz com cavaleiro, esqueletos, baús, poções, altar, tochas e salas interligadas.","Pixel Poem","Gratuita","21/06/2026","https://img.itch.zone/aW1hZ2UvMzQyMjk1LzE3MDUzMjIuZ2lm/original/f20JuN.gif"
"pixel-poem-2.png","estilo_pixel_art, sala de masmorra com aventureiro, cela gradeada, tochas, piso de pedra e esqueletos inimigos.","Pixel Poem","Gratuita","21/06/2026","https://img.itch.zone/aW1hZ2UvMzQyMjk1LzIwMjE0Njc2LmdpZg==/original/6ZGNCu.gif"
"cainos-2.png","estilo_pixel_art, ruínas antigas com pátio de pedra, fonte circular, escadaria, estátua, vasos e árvores.","Cainos","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTAzMDc1Mi81ODg2OTkwLnBuZw==/347x500/cSYwh5.png"
"cainos-3.png","estilo_pixel_art, cena em pixel art com ruínas muradas, caminhos de pedra, barris, vegetação e estruturas antigas.","Cainos","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTAzMDc1Mi81ODg2OTkzLnBuZw==/347x500/2S1Rb8.png"
"cainos-4.png","estilo_pixel_art, cena em pixel art com ruínas muradas, túmulos, caminhos de pedra, árvores e construções antigas.","Cainos","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTAzMDc1Mi81ODg2OTk2LnBuZw==/347x500/CMK6JA.png"
"ninjikin-1.png","estilo_pixel_art, cena em pixel art com caverna subterrânea, portão metálico, rochas escarpadas e armadilhas de espinhos.","Ninjikin","CC-BY 4.0","20/06/2026","https://img.itch.zone/aW1hZ2UvMzk3NTQyOC8yNDA0MTkzNy5wbmc=/original/EMiC%2Bd.png"
"ninjikin-2.png","estilo_pixel_art, cena em pixel art com câmara subterrânea, criatura gelatinosa, ossadas espalhadas e ambiente de masmorra.","Ninjikin","CC-BY 4.0","20/06/2026","https://img.itch.zone/aW1hZ2UvMzk3NTQyOC8yNDAzNzY3NC5wbmc=/original/tVxg58.png"
"ninjikin-3.png","estilo_pixel_art, cena em pixel art com caverna subterrânea, corredores rochosos, passagens estreitas e entrada de masmorra.","Ninjikin","CC-BY 4.0","20/06/2026","https://img.itch.zone/aW1hZ2UvMzk3NTQyOC8yNDA0MjMwNC5wbmc=/original/hkQhC1.png"
"simflz-1.png","estilo_pixel_art, cena em pixel art com vila rural, casas coloridas, fonte central, árvores e caminhos comunitários.","Simflz","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU2NzI0My8yMTIzODI4Mi5naWY=/original/qPSnAG.gif"
"simflz-2.png","estilo_pixel_art, cena em pixel art com masmorra de pedras, baú do tesouro, barris, tochas e passagens subterrâneas.","Simflz","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU2NzI0My8yMTIzODI4MS5naWY=/original/MTgyrB.gif"
"simflz-3.png","estilo_pixel_art, cena em pixel art com horta cercada, agricultores cultivando vegetais e ambiente rural arborizado.","Simflz","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU2NzI0My8yMTIzODMwOS5naWY=/original/eSQdgV.gif"
"simflz-4.png","estilo_pixel_art, cena em pixel art com curral cercado, vacas, fardos de feno e bebedouro rural.","Simflz","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU2NzI0My8yMTIzODMxNC5naWY=/original/CIJEE8.gif"
"simflz-5.png","estilo_pixel_art, cena em pixel art com chiqueiro cercado, porcos, bebedouros e fardos de feno.","Simflz","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU2NzI0My8yMTIzODMxOC5naWY=/original/4i6cwm.gif"
"simflz-6.png","estilo_pixel_art, cena em pixel art com vila rural, lago, curral bovino, horta e moradores.","Simflz","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU2NzI0My8yMTIzODMxOS5wbmc=/original/IBpkBh.png"
"mr-pixzels-1.png","estilo_pixel_art, cena em pixel art com trilha florestal, árvores, aventureiros e pequenas criaturas em ambiente natural.","Mr pixelz","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjQ3MTg3OC8xNDY4MzAxNC5naWY=/original/BbX64P.gif"
"marie-pepo-1.png","estilo_pixel_art, cena em pixel art com trilha florestal outonal, árvores coloridas, bancos, lagoas e áreas de descanso.","Marie Pepo","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzUxNjIwOS8yMDk1MjE4OC5wbmc=/original/yv2yDE.png"
"szadiart-1.png","estilo_pixel_art, cena em pixel art com vila nevada, cabanas de madeira, rios congelados e paisagem invernal.","Szadiart","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvNDUyNDgwNy8yNjk2OTkzNS5wbmc=/original/ioBTKS.png"
"szadiart-2.png","estilo_pixel_art, cena em pixel art com cabana rural, plantações, rio, ponte de madeira e paisagem campestre.","Szadiart","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvNDUyNDgwNy8yNjk2OTkzNC5wbmc=/original/uXJzdW.png"
"stingraystudio-1.png","estilo_pixel_art, cena em pixel art com horta agrícola, pomar frutífero, canteiros cultivados e cais sobre a água.","Stingraystudio","Gratuita","20/06/2026","https://img.itch.zone/aW1nLzIwNzQyNzkxLmdpZg==/original/R2bIrb.gif"
"stingraystudio-2.png","estilo_pixel_art, cena em pixel art com ilha agrícola, espantalho místico, vaca, gato, barco e canteiros cultiváveis.","Stingraystudio","Gratuita","20/06/2026","https://img.itch.zone/aW1nLzIwNzQyNjE1LmdpZg==/original/fnxjB2.gif"
"petricakegames-1.png","estilo_pixel_art, cena em pixel art com altar colossal, caminho cerimonial, pilares de pedra e ambiente místico.","Petricakegames","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTg4NTU5MS8xMTA3OTcyMy5wbmc=/original/L5Qa06.png"
"game-endeavor-1.png","estilo_pixel_art, cena em pixel art com cabana simples, lago ornamental, quarto modesto e personagem explorador.","Game Endeavor","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTMyMTQ3MS84MTMzNDUwLmdpZg==/original/vz1%2BAI.gif"
"stardustdevelopment-1.png","estilo_pixel_art, cena em pixel art com dojo iluminado, tatames, espadas decorativas e ambiente de treinamento oriental.","Stardustdevelopment","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvNDIzNDE2Mi8yNTIzMTY3Ny5wbmc=/original/nPetNV.png"
"stardustdevelopment-2.png","estilo_pixel_art, cena em pixel art com salão oriental, altar decorativo, iluminação suave e elementos tradicionais japoneses.","Stardustdevelopment","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvNDIzNDE2Mi8yNTIzMTcyNy5wbmc=/original/xPTAEe.png"
"stardustdevelopment-3.png","estilo_pixel_art, cena em pixel art com sala ritualística, estátua imponente, lanternas orientais e atmosfera mística.","Stardustdevelopment","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvNDIzNDE2Mi8yNTIzMTQ0Mi5wbmc=/original/yOJ8f5.png"
"nulltale-1.png","estilo_pixel_art, cena em pixel art com portal monstruoso, aventureiro, enigmas, tochas e entrada sombria de masmorra.","Nulltale","Creative Commons Attribution-NoDerivatives 4.0 International","20/06/2026","https://img.itch.zone/aW1hZ2UvMjk2ODU0OS8xNzgwOTg4Mi5wbmc=/original/lITFk9.png"
"nulltale-2.png","estilo_pixel_art, cena em pixel art com corredor de templo sombrio, aventureiro, altares antigos e atmosfera enigmática.","Nulltale","Creative Commons Attribution-NoDerivatives 4.0 International","20/06/2026","https://img.itch.zone/aW1hZ2UvMjk2ODU0OS8xNzgyMzQ4Ny5wbmc=/original/DBpAAR.png"
"nulltale-3.png","estilo_pixel_art, cena em pixel art com chefe demoníaco ocular, aventureiro, criaturas corrompidas e combate em masmorra sombria.","Nulltale","Creative Commons Attribution-NoDerivatives 4.0 International","20/06/2026","https://img.itch.zone/aW1hZ2UvMjk2ODU0OS8xNzgxMzc0Ny5wbmc=/original/%2B%2FYBLx.png"
"merchant-shade-1.png","estilo_pixel_art, cena em pixel art com mapa estratégico, heróis aventureiros, floresta, rio, pontes e monstros espalhados.","Merchant Shade","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjc0OTYxMi8xNjQwNzA5MS5wbmc=/original/ePZM63.png"
"merchant-shade-2.png","estilo_pixel_art, cena em pixel art com bestiário fantástico, criaturas elementais, monstros mágicos e floresta simétrica.","Merchant Shade","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjc0OTYxMi8xNjQwNjc5MC5naWY=/original/PQRFr7.gif"
"largatachi-1.png","estilo_pixel_art, cena em pixel art com fazenda cercada, canteiros preparados, lago, caixas e personagem agricultor.","Largatachi","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMzI0MzI1My8xOTQwNDU0NC5wbmc=/original/u7UhIB.png"
"largatachi-2.png","estilo_pixel_art, cena em pixel art com vila ribeirinha, ponte de madeira, casas urbanas e paisagem arborizada.","Largatachi","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMzI0MzI1My8yMDAyODIzOS5wbmc=/original/gIdltr.png"
"largatachi-3.png","estilo_pixel_art, cena em pixel art com horta organizada, agricultor, lago, mudas cultiváveis e colheitas variadas.","Largatachi","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMzI0MzI1My8xOTQwNDU0OC5wbmc=/original/FodhmY.png"
"largatachi-4.png","estilo_pixel_art, cena em pixel art com curral misto, galinhas, porcos, ovelhas, bovinos e ambiente campestre cercado.","Largatachi","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMzI0MzI1My8xOTUwOTczMi5naWY=/original/6Kr8jl.gif"
"hoyb-1.png","estilo_pixel_art, vila rural monocromática em pixel art com casas, cabana de madeira, árvores alinhadas, cercas, caminhos, personagem, baú e elementos campestres.","Hoyb","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1nLzIwMTE4NDUxLnBuZw==/original/08QdYi.png"
"hoyb-2.png","estilo_pixel_art, vila monocromática com praça central, casas, mercado, poço, árvores alinhadas, galinhas e personagens.","Hoyb","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1nLzIwMTYxMDQ2LmdpZg==/original/3L7Hfj.gif"
"hoyb-3.png","estilo_pixel_art, prédio central clássico cercado por árvores, banco, poste, placa e personagens em praça monocromática.","Hoyb","Gratuita P/ Uso Não Comercial","20/06/2026","https://img.itch.zone/aW1hZ2UvMzM2OTYzMi8yMDE3NDU2MS5naWY=/original/hBKztg.gif"
"nura-pixel-1.png","estilo_pixel_art, cais de pedra com caixas, barris, passarela de madeira, grade metálica e canal de água.","Nura Pixel","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjA2OTEzMS8xMjE2ODYwNy5wbmc=/original/bVbuZ4.png"
"nura-pixel-2.png","estilo_pixel_art, corredor subterrâneo com canal verde, ponte de madeira, caixas, jarro e grades metálicas.","Nura Pixel","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjA2OTEzMS8xMjE2ODYwOC5wbmc=/original/pH51HG.png"
"nura-pixel-3.png","estilo_pixel_art, esgoto subterrâneo com canal vermelho, passarela de madeira, grades, vasos, caixas e piso de pedra.","Nura Pixel","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjA2OTEzMS8xMjE2ODcxNy5wbmc=/original/Nebpgs.png"
"retroquest-1.png","estilo_pixel_art, trilha em floresta verde com flores, árvores, placa, penhasco, tronco caído e slime azul.","Retroquest","Gratuita","20/06/2026","https://img.itch.zone/aW1nLzI3OTE1MDQxLmdpZg==/original/%2Fyk8v%2F.gif"
"retroquest-2.png","estilo_pixel_art, ponte de madeira sobre rio com cachoeiras, penhascos gramados, placa, pinheiro, flores e pedra rúnica.","Retroquest","Gratuita","20/06/2026","https://img.itch.zone/aW1nLzI3OTE1MDQ0LmdpZg==/original/qxx3UC.gif"
"retroquest-3.png","estilo_pixel_art, aventureiro em clareira verde com flores, baú oculto, placa, pinheiros, penhascos e rios com cachoeiras.","Retroquest","Gratuita","20/06/2026","https://img.itch.zone/aW1nLzI3OTE1MDU1LmdpZg==/original/b68D2S.gif"
"jirbyart-1.png","estilo_pixel_art, cabana acolhedora na floresta com banco, barris, flores, personagem cúbico e caminho de pedras.","Jirbyart","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU3MjEzNy8yMTUyNDE2OS5naWY=/original/8YlWHu.gif"
"jirbyart-2.png","estilo_pixel_art, vila portuária com cais, casas, personagem cúico, placas, cercas e lago conectado por canais.","Jirbyart","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU3MjEzNy8yMTUyNDE3MC5naWY=/original/ECj0nE.gif"
"jirbyart-3.png","estilo_pixel_art, interior de casa com cama, estantes, mesa, cadeiras e personagem cúbico sobre piso de madeira.","Jirbyart","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU3MjEzNy8yNzE0NDYwNC5naWY=/original/e82tg5.gif"
"jirbyart-4.png","estilo_pixel_art, forja cercada por vegetação, com fornalha acesa, bigorna, poço, placa e personagem empunhando picareta.","Jirbyart","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU3MjEzNy8yNzE0NDYwMi5naWY=/original/mkuKl2.gif"
"jirbyart-5.png","estilo_pixel_art, ilha com árvore monumental cercada por água, observada por dois personagens em calçadão urbano.","Jirbyart","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzU3MjEzNy8yMTUyNDE2OC5naWY=/original/Olpos0.gif"
"glionox-1.png","estilo_pixel_art, deserto com palmeiras, lago oasis, arbustos dispersos, pedras e vegetação esparsa sobre dunas.","Glionox","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTcxNzg5NC8xMDEyMDIxMi5wbmc=/original/DaWZ6r.png"
"glionox-2.png","estilo_pixel_art, deserto rochoso com lagoas, palmeiras, afloramentos, arbustos secos e esqueleto sobre terreno arenoso.","Glionox","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMTcxNzg5NC8xMDEyMDIxNi5wbmc=/original/SGkngN.png"
"crumpaloo-1.png","estilo_pixel_art, interior de cabana com cama, estantes, armário, tapete, tochas e personagem encapuzado.","Crumpaloo","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMjA3Nzc5OS8xMjIyMTc5NS5naWY=/original/%2BRfCnz.gif"
"crumpaloo-2.png","estilo_pixel_art, mapa costeiro com vila, cais, lojas, canais, estradas, interiores visíveis e título do jogo.","Crumpaloo","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1nLzEyMjIyMTk3LnBuZw==/original/sqCmKb.png"
"crumpaloo-3.png","estilo_pixel_art, arsenal medieval com armas expostas, balcão, estantes, tapete vermelho e personagem atendente.","Crumpaloo","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMjA3Nzc5OS8xMjIyMjE5NS5naWY=/original/fnr9pB.gif"
"crumpaloo-4.png","estilo_pixel_art, loja de alquimia com poções coloridas, balcão, estantes, pergaminhos e personagem atendente.","Crumpaloo","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMjA3Nzc5OS8xMjIyMTk2MC5naWY=/original/SsYVYs.gif"
"crumpaloo-5.png","estilo_pixel_art, taverna medieval com balcão, barris, estantes, mesas, pergaminho e personagem central.","Crumpaloo","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMjA3Nzc5OS8xMjIyMjM2MC5naWY=/original/5bi6X9.gif"
"crumpaloo-6.png","estilo_pixel_art, jardim murado com árvore, arbustos, pedras, personagem encapuzado e caminhos de pedra.","Crumpaloo","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvMjA3Nzc5OS8xMjIyMjU0OS5naWY=/original/dmY4mw.gif"
"devrenan-1.png","estilo_pixel_art, casa mobiliada com quarto, mesa, personagem, árvores, postes iluminados e caminho cercado por vegetação.","Devrenan","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjE3NzI1My8xMzUxNjI5My5wbmc=/original/s9y5%2Bt.png"
"rolff-1.png","estilo_pixel_art, interior aconchegante com estantes de livros, sofá, tapete e pequeno rato centralizado.","Rolff","Gratuita","20/06/2026","https://img.itch.zone/aW1nLzE1MjE0OTIyLmpwZw==/original/uogMYR.jpg"
"jik-a-4-1.png","estilo_pixel_art, pirâmide monumental no deserto cercada por palmeiras, colunas ornamentadas e areia dourada.","Jik a 4","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjExNjE1OC8xMjQ2MDgxNS5wbmc=/original/krDX9b.png"
"jik-a-4-2.png","estilo_pixel_art, esfinge egípcia monumental entre obeliscos ornamentados, em cenário desértico com estética arqueológica clássica.","Jik a 4","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMjExNjE1OC8xMjQ5MzkxMi5wbmc=/original/B22ZKz.png"
"pingupollas-1.png","estilo_pixel_art, artefato cerebral suspenso por correntes em câmara sombria, com pedestal rúnico e atmosfera misteriosa.","Pingupollas","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzYwMTY0My8yMTQ0MDI0NC5naWY=/original/RhFulO.gif"
"pingupollas-2.png","estilo_pixel_art, biblioteca sombria com altares, estantes, livros dispersos, estátuas encapuzadas e mesa central ritualística.","Pingupollas","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzYwMTY0My8yMTQzOTg3OS5naWY=/original/qpOAJM.gif"
"pingupollas-3.png","estilo_pixel_art, câmara ritual subterrânea com pedestal central, chamas, obeliscos, urnas e atmosfera arqueológica sombria.","Pingupollas","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzYwMTY0My8yMTQzOTg5My5naWY=/original/lqsZpT.gif"
"pixel-boy-1.png","estilo_pixel_art, vila cercada por cercas com casas simples, vegetação esparsa e personagens em ambiente rural.","Pixel Boy","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvOTMyNjc3LzU0NzM5MjMuZ2lm/original/YzEJnE.gif"
"pixel-boy-2.png","estilo_pixel_art, clareira chuvosa cercada por floresta, com criaturas verdes, fogueira apagada e vegetação dispersa.","Pixel Boy","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvOTMyNjc3LzU0NzM5MzAuZ2lm/original/yTdpyv.gif"
"pixel-boy-3.png","estilo_pixel_art, aldeia em ruínas cercada por floresta, com casas cobertas por musgo, colunas antigas e caminhos de pedra.","Pixel Boy","Creative Commons Zero v1.0 Universal","20/06/2026","https://img.itch.zone/aW1hZ2UvOTMyNjc3LzIwNDM3Njg0LnBuZw==/original/%2B6s396.png"
"ilmenite-1.png","estilo_pixel_art, caminho rural entre árvores e lago, com personagem, pedras, vegetação densa e criaturas gelatinosas.","Ilmenite","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzQ5MjYzOC8yMDkxOTM3My5naWY=/original/WH4l7L.gif"
"gfragger-1.png","estilo_pixel_art, santuário antigo na floresta com altares, obeliscos, ruínas, velas e artefatos luminosos.","Gfragger","Gratuita","20/06/2026","https://img.itch.zone/aW1hZ2UvMzk3ODI2NC8yMzcyNDk0NS5naWY=/original/zqywA%2F.gif"
